"Acres","FamilyIncome","FamilyType","NumBedrooms","NumChildren","NumPeople","NumRooms","NumUnits","NumVehicles","NumWorkers","OwnRent","YearBuilt","HouseCosts","ElectricBill","FoodStamp","HeatingFuel","Insurance","Language","Income"
"1-10",144000,"Married",4,1,3,9,"Single detached",2,2,"Mortgage","2000-2004",2500,280,"No","Gas",800,"English","Below"
"Sub 1",91080,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1950-1959",900,90,"No","Gas",500,"English","Below"
"1-10",94400,"Married",5,0,5,10,"Single detached",3,2,"Mortgage","Before 1939",450,260,"No","Wood",450,"English","Below"
"Sub 1",53700,"Married",3,0,5,4,"Single detached",2,3,"Mortgage","1980-1989",540,580,"No","Electricity",1100,"Asian Pacific","Below"
"Sub 1",82890,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",580,70,"No","Gas",570,"English","Below"
"Sub 1",55000,"Married",3,3,5,8,"Single detached",2,2,"Mortgage","1960-1969",1400,150,"No","Electricity",300,"English","Below"
"Sub 1",66000,"Married",2,0,2,6,"Single attached",2,0,"Rented","2007",3000,60,"No","Gas",0,"Other European","Below"
"Sub 1",507000,"Married",4,2,4,9,"Single detached",4,1,"Mortgage","1970-1979",3300,400,"No","Gas",4000,"English","Above"
"Sub 1",96000,"Married",4,1,3,11,"Single detached",2,1,"Mortgage","1970-1979",1300,200,"No","Oil",1500,"English","Below"
"Sub 1",111008,"Married",3,0,2,8,"Single detached",3,2,"Mortgage","1950-1959",1100,60,"No","Wood",720,"English","Below"
"Sub 1",127000,"Married",4,1,3,10,"Single detached",2,2,"Mortgage","1950-1959",3100,130,"No","Oil",1300,"Other European","Below"
"Sub 1",149620,"Married",3,1,3,6,"Single detached",3,3,"Mortgage","1990-1999",1600,50,"No","Gas",800,"English","Below"
"Sub 1",57600,"Married",2,2,4,5,"Single detached",2,2,"Mortgage","1980-1989",610,180,"No","Oil",700,"English","Below"
"1-10",525000,"Married",5,2,4,10,"Single detached",3,2,"Mortgage","2006",3300,530,"No","Oil",2400,"English","Above"
"Sub 1",105600,"Married",5,0,2,10,"Single detached",2,2,"Mortgage","Before 1939",700,100,"No","Gas",0,"English","Below"
"Sub 1",183000,"Married",3,3,5,6,"Single detached",2,2,"Mortgage","1950-1959",2500,210,"No","Gas",1000,"English","Above"
"1-10",60000,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","1980-1989",2100,150,"No","Gas",500,"English","Below"
"Sub 1",110060,"Married",4,0,4,9,"Single detached",1,1,"Mortgage","Before 1939",950,190,"No","Oil",2100,"English","Below"
"Sub 1",2300,"Female Head",2,1,3,5,"Single detached",0,0,"Rented","Before 1939",750,130,"Yes","Gas",0,"English","Below"
"1-10",26800,"Married",4,1,4,7,"Single detached",2,3,"Mortgage","2000-2004",1800,300,"No","Oil",1200,"English","Below"
"1-10",113000,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","2007",1700,160,"No","Gas",350,"English","Below"
"Sub 1",34300,"Married",3,0,3,8,"Single detached",3,1,"Mortgage","1970-1979",4000,300,"No","Gas",1500,"English","Below"
"1-10",95800,"Married",4,1,4,7,"Single detached",3,3,"Mortgage","1990-1999",1700,300,"No","Gas",900,"English","Below"
"Sub 1",89920,"Married",2,1,3,4,"Single detached",2,2,"Mortgage","1950-1959",750,80,"No","Oil",550,"English","Below"
"Sub 1",158000,"Married",3,2,4,7,"Single detached",2,2,"Mortgage","Before 1939",3100,120,"No","Gas",420,"Other European","Above"
"Sub 1",134300,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1950-1959",1900,100,"No","Gas",1400,"English","Below"
"Sub 1",127000,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","Before 1939",1200,80,"No","Gas",550,"English","Below"
"Sub 1",152600,"Married",4,0,4,9,"Single detached",3,2,"Mortgage","1950-1959",2000,150,"No","Gas",1500,"Spanish","Above"
"Sub 1",46000,"Married",3,1,3,6,"Single detached",2,2,"Mortgage","1950-1959",570,150,"No","Gas",350,"English","Below"
"Sub 1",72250,"Married",4,1,3,9,"Single detached",3,2,"Mortgage","1980-1989",790,150,"No","Gas",600,"English","Below"
"Sub 1",213000,"Married",5,0,4,8,"Single detached",2,1,"Mortgage","1960-1969",3900,180,"No","Gas",1300,"Other European","Above"
"Sub 1",90000,"Married",4,2,4,7,"Single detached",2,1,"Mortgage","Before 1939",280,190,"No","Gas",900,"English","Below"
"Sub 1",114400,"Married",4,1,3,9,"Single detached",2,2,"Mortgage","1990-1999",800,90,"No","Gas",0,"English","Below"
"Sub 1",35900,"Married",4,4,6,7,"Single detached",1,1,"Mortgage","1940-1949",890,120,"Yes","Gas",1000,"English","Below"
"Sub 1",74400,"Married",3,0,5,6,"Single attached",2,2,"Mortgage","1940-1949",1200,160,"Yes","Gas",1000,"Spanish","Below"
"Sub 1",69500,"Married",3,0,2,9,"Single detached",2,2,"Mortgage","1940-1949",650,40,"No","Gas",430,"English","Below"
"Sub 1",136000,"Married",4,0,3,8,"Single detached",3,3,"Mortgage","1940-1949",500,120,"No","Gas",280,"English","Below"
"Sub 1",61590,"Female Head",4,1,3,8,"Single detached",2,2,"Mortgage","1950-1959",930,150,"No","Electricity",580,"English","Below"
"Sub 1",90004,"Male Head",3,1,2,5,"Single detached",3,1,"Mortgage","1960-1969",400,510,"No","Gas",510,"Other European","Below"
"1-10",160000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","1940-1949",1500,100,"No","Gas",750,"English","Above"
"Sub 1",81800,"Married",4,3,6,9,"Single detached",3,2,"Mortgage","1950-1959",500,220,"No","Gas",400,"Other European","Below"
"Sub 1",521000,"Married",3,0,3,11,"Single detached",3,3,"Mortgage","1950-1959",3200,320,"No","Oil",3300,"English","Above"
"Sub 1",127400,"Married",3,0,2,6,"Single detached",2,1,"Mortgage","1960-1969",300,120,"No","Gas",600,"English","Below"
"Sub 1",99000,"Married",3,2,4,9,"Single detached",1,2,"Mortgage","Before 1939",2100,100,"No","Gas",1100,"English","Below"
"Sub 1",56030,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",550,40,"No","Gas",600,"English","Below"
"Sub 1",18000,"Married",3,1,3,5,"Single attached",1,1,"Mortgage","Before 1939",1200,160,"No","Gas",1000,"Other","Below"
"Sub 1",55200,"Married",3,3,5,6,"Single detached",2,2,"Rented","Before 1939",740,120,"No","Gas",0,"English","Below"
"Sub 1",70600,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","Before 1939",2000,250,"No","Gas",1200,"Spanish","Below"
"1-10",26314,"Female Head",3,0,2,7,"Single detached",2,1,"Mortgage","Before 1939",170,400,"Yes","Oil",0,"English","Below"
"Sub 1",93000,"Married",3,0,2,7,"Single detached",1,1,"Mortgage","Before 1939",2400,100,"No","Gas",2500,"English","Below"
"Sub 1",120000,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","1980-1989",1500,270,"No","Wood",1000,"English","Below"
"Sub 1",72000,"Married",3,1,3,8,"Single detached",2,2,"Rented","1940-1949",1900,130,"No","Oil",0,"English","Below"
"Sub 1",104000,"Married",4,0,2,8,"Single detached",2,2,"Mortgage","1980-1989",1500,80,"No","Gas",1700,"English","Below"
"Sub 1",75000,"Married",3,0,2,8,"Single detached",2,2,"Mortgage","1950-1959",1200,280,"No","Gas",660,"English","Below"
"Sub 1",73500,"Married",3,0,2,6,"Single detached",2,2,"Rented","Before 1939",500,130,"No","Other",0,"English","Below"
"Sub 1",185000,"Married",3,2,4,5,"Single attached",1,2,"Mortgage","Before 1939",2800,200,"No","Gas",1800,"Asian Pacific","Above"
"1-10",65000,"Female Head",3,2,4,6,"Single detached",2,1,"Mortgage","1970-1979",1200,110,"No","Oil",600,"English","Below"
"Sub 1",28000,"Female Head",2,1,2,4,"Mobile home",1,1,"Mortgage","1980-1989",370,120,"No","Oil",320,"English","Below"
"Sub 1",47780,"Married",4,0,5,6,"Single detached",3,2,"Mortgage","Before 1939",1300,180,"No","Gas",190,"Spanish","Below"
"Sub 1",191200,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","1950-1959",1100,90,"No","Gas",1400,"English","Above"
"Sub 1",60000,"Married",3,2,5,4,"Single detached",2,1,"Mortgage","1950-1959",3200,100,"No","Gas",1300,"Other European","Below"
"Sub 1",101100,"Female Head",3,0,4,6,"Single detached",2,2,"Mortgage","1960-1969",710,120,"No","Gas",1600,"English","Below"
"1-10",261010,"Married",3,0,4,9,"Single detached",4,3,"Mortgage","1980-1989",1300,180,"No","Oil",2200,"English","Above"
"Sub 1",120000,"Married",3,0,3,6,"Single detached",3,3,"Mortgage","1940-1949",2700,150,"No","Gas",700,"English","Below"
"Sub 1",150000,"Married",5,0,3,8,"Single detached",1,2,"Mortgage","1940-1949",1800,80,"No","Oil",1200,"English","Above"
"1-10",134900,"Married",4,3,5,8,"Single detached",3,2,"Mortgage","1990-1999",1300,120,"No","Gas",500,"English","Below"
"Sub 1",67100,"Married",3,0,3,8,"Single detached",0,1,"Mortgage","Before 1939",2600,160,"No","Gas",1600,"Other European","Below"
"Sub 1",11900,"Female Head",8,0,5,9,"Single detached",0,0,"Rented","Before 1939",800,100,"Yes","Gas",0,"English","Below"
"Sub 1",49200,"Married",4,0,2,9,"Single detached",1,1,"Mortgage","Before 1939",790,150,"No","Oil",600,"English","Below"
"Sub 1",507000,"Married",8,0,2,10,"Single detached",3,1,"Mortgage","Before 1939",6500,150,"No","Gas",3000,"English","Above"
"Sub 1",86000,"Married",3,0,2,7,"Single detached",1,1,"Mortgage","1980-1989",230,90,"No","Gas",0,"English","Below"
"Sub 1",81000,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","1940-1949",1200,260,"No","Gas",800,"English","Below"
"Sub 1",154100,"Married",2,0,2,4,"Single attached",2,2,"Mortgage","1970-1979",2570,170,"No","Gas",0,"English","Above"
"Sub 1",75000,"Married",3,0,3,6,"Single detached",4,3,"Mortgage","Before 1939",960,120,"No","Oil",1700,"English","Below"
"Sub 1",100000,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1950-1959",480,100,"No","Gas",450,"English","Below"
"Sub 1",38000,"Married",3,1,4,6,"Single detached",3,2,"Mortgage","Before 1939",700,100,"No","Gas",1300,"Spanish","Below"
"Sub 1",41400,"Female Head",3,0,3,6,"Single detached",2,1,"Mortgage","1960-1969",240,110,"No","Gas",400,"English","Below"
"Sub 1",18500,"Married",4,0,2,8,"Single detached",2,0,"Mortgage","1950-1959",2000,200,"No","Gas",800,"Other European","Below"
"Sub 1",234000,"Married",4,2,4,8,"Single detached",3,2,"Mortgage","Before 1939",1800,190,"No","Gas",1000,"English","Above"
"Sub 1",65360,"Married",3,2,4,7,"Single detached",2,1,"Mortgage","Before 1939",2400,140,"No","Gas",1300,"English","Below"
"Sub 1",18400,"Female Head",3,0,3,6,"Single detached",0,2,"Rented","1990-1999",4,580,"Yes","Oil",0,"English","Below"
"1-10",248800,"Married",3,2,4,10,"Single detached",3,3,"Mortgage","Before 1939",2300,230,"No","Gas",1400,"English","Above"
"Sub 1",507000,"Female Head",3,1,3,7,"Single detached",2,1,"Mortgage","1950-1959",1700,400,"No","Gas",6600,"English","Above"
"Sub 1",755800,"Married",2,0,3,6,"Single attached",3,2,"Mortgage","2000-2004",3630,400,"No","Gas",0,"English","Above"
"1-10",111500,"Married",2,0,2,9,"Single detached",2,1,"Mortgage","Before 1939",780,130,"No","Oil",750,"English","Below"
"1-10",25200,"Married",3,2,4,6,"Single detached",3,2,"Mortgage","2000-2004",1500,250,"No","Gas",680,"English","Below"
"1-10",372000,"Married",5,4,6,11,"Single detached",2,2,"Mortgage","Before 1939",760,150,"No","Wood",800,"English","Above"
"Sub 1",238060,"Married",4,2,4,10,"Single detached",2,2,"Mortgage","1960-1969",3300,200,"No","Oil",700,"Other European","Above"
"Sub 1",52000,"Married",4,4,6,7,"Single detached",2,1,"Mortgage","Before 1939",560,210,"No","Gas",530,"English","Below"
"1-10",46800,"Female Head",3,0,3,5,"Single attached",1,2,"Mortgage","1960-1969",1000,180,"No","Gas",800,"Spanish","Below"
"1-10",115600,"Male Head",3,0,4,9,"Single detached",3,3,"Mortgage","1970-1979",1400,110,"No","Gas",850,"English","Below"
"Sub 1",159860,"Married",4,0,4,7,"Single detached",3,3,"Mortgage","1940-1949",250,200,"No","Oil",1200,"Spanish","Above"
"Sub 1",76000,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1940-1949",430,70,"No","Gas",530,"English","Below"
"Sub 1",42600,"Female Head",4,0,5,10,"Single detached",2,0,"Mortgage","1950-1959",780,260,"No","Gas",0,"English","Below"
"Sub 1",71000,"Married",4,1,3,7,"Single detached",3,2,"Mortgage","1950-1959",1100,50,"No","Wood",700,"English","Below"
"Sub 1",88000,"Married",4,0,2,6,"Single detached",2,2,"Mortgage","1950-1959",1200,80,"No","Electricity",2000,"English","Below"
"Sub 1",45500,"Married",3,0,3,6,"Single detached",2,2,"Mortgage","Before 1939",700,60,"No","Oil",800,"English","Below"
"Sub 1",144570,"Married",4,2,4,8,"Single detached",2,2,"Mortgage","1960-1969",1300,200,"No","Gas",500,"English","Below"
"1-10",80000,"Married",4,2,4,8,"Single detached",4,1,"Mortgage","2000-2004",4000,400,"No","Gas",6600,"Other European","Below"
"1-10",5140,"Female Head",2,1,3,3,"Mobile home",1,1,"Rented","1970-1979",400,80,"No","Oil",0,"English","Below"
"Sub 1",62700,"Married",4,0,4,7,"Single detached",4,3,"Mortgage","1950-1959",2900,450,"No","Gas",1000,"English","Below"
"Sub 1",105100,"Married",3,0,5,5,"Single detached",2,3,"Mortgage","Before 1939",500,80,"No","Gas",260,"English","Below"
"Sub 1",134000,"Married",3,0,2,6,"Single detached",1,2,"Mortgage","1950-1959",2000,280,"No","Oil",1200,"English","Below"
"Sub 1",214600,"Married",3,0,2,10,"Single detached",2,2,"Mortgage","Before 1939",3200,90,"No","Gas",2000,"English","Above"
"Sub 1",71000,"Married",3,0,3,5,"Single detached",3,3,"Rented","Before 1939",1400,200,"No","Oil",0,"English","Below"
"Sub 1",13800,"Married",2,0,2,4,"Mobile home",1,0,"Rented","1950-1959",300,150,"Yes","Oil",0,"English","Below"
"Sub 1",65000,"Married",2,1,3,4,"Single attached",2,1,"Rented","1970-1979",900,140,"No","Gas",0,"English","Below"
"Sub 1",205500,"Married",4,0,2,8,"Single detached",3,2,"Mortgage","1980-1989",2200,180,"No","Gas",1500,"English","Above"
"Sub 1",216500,"Married",3,0,2,6,"Single detached",3,2,"Mortgage","1960-1969",1100,120,"No","Gas",750,"English","Above"
"1-10",133600,"Married",3,0,3,8,"Single detached",3,3,"Mortgage","1940-1949",1400,200,"No","Oil",1800,"English","Below"
"Sub 1",65000,"Married",4,0,2,8,"Single detached",2,0,"Mortgage","2000-2004",830,340,"No","Gas",900,"English","Below"
"1-10",28000,"Married",3,0,2,7,"Mobile home",2,1,"Mortgage","1970-1979",390,200,"No","Oil",400,"English","Below"
"Sub 1",281240,"Married",4,0,3,11,"Single detached",3,2,"Mortgage","1960-1969",350,80,"No","Oil",1200,"Other","Above"
"Sub 1",317600,"Married",2,1,3,6,"Single detached",2,2,"Mortgage","1950-1959",790,120,"No","Gas",500,"English","Above"
"1-10",130000,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1990-1999",1300,150,"No","Gas",700,"English","Below"
"Sub 1",105000,"Married",3,0,2,5,"Single detached",2,1,"Rented","1980-1989",1600,90,"No","Gas",0,"Other European","Below"
"1-10",70600,"Married",2,0,3,5,"Single detached",3,1,"Mortgage","Before 1939",300,150,"No","Electricity",300,"English","Below"
"1-10",33000,"Married",3,1,4,6,"Single detached",4,2,"Mortgage","1980-1989",600,300,"No","Electricity",1300,"English","Below"
"1-10",80000,"Married",3,2,4,8,"Single detached",3,2,"Mortgage","1970-1979",3800,260,"No","Oil",3100,"English","Below"
"Sub 1",48900,"Female Head",3,2,3,5,"Mobile home",1,1,"Mortgage","1970-1979",300,150,"No","Oil",100,"English","Below"
"Sub 1",20000,"Female Head",4,5,6,6,"Single detached",1,1,"Rented","1960-1969",600,230,"Yes","Gas",0,"English","Below"
"Sub 1",128000,"Married",4,1,5,9,"Single detached",5,3,"Mortgage","1980-1989",1100,230,"No","Gas",650,"English","Below"
"Sub 1",59700,"Married",4,0,2,7,"Single detached",2,1,"Mortgage","1960-1969",290,200,"No","Oil",1000,"English","Below"
"Sub 1",84000,"Married",4,1,5,7,"Single detached",4,3,"Mortgage","Before 1939",960,230,"No","Gas",550,"Spanish","Below"
"Sub 1",65000,"Married",3,0,2,8,"Single detached",2,2,"Mortgage","1960-1969",630,60,"No","Gas",200,"English","Below"
"1-10",65900,"Married",3,2,4,9,"Single detached",3,2,"Mortgage","1970-1979",950,100,"No","Oil",300,"English","Below"
"10+",42000,"Male Head",3,1,2,6,"Single detached",1,1,"Mortgage","1980-1989",720,100,"No","Wood",0,"English","Below"
"Sub 1",51050,"Married",3,1,3,6,"Single detached",2,3,"Mortgage","Before 1939",350,90,"No","Wood",600,"English","Below"
"1-10",145200,"Married",3,0,2,6,"Single detached",2,1,"Mortgage","1970-1979",1600,290,"No","Gas",800,"English","Below"
"Sub 1",30500,"Female Head",3,0,2,5,"Single detached",2,2,"Mortgage","1960-1969",1600,120,"No","Gas",1100,"English","Below"
"1-10",67000,"Married",3,3,5,8,"Single detached",2,1,"Mortgage","1980-1989",590,100,"No","Gas",730,"English","Below"
"1-10",79000,"Married",2,0,3,5,"Single attached",3,2,"Rented","1990-1999",1000,260,"No","Gas",0,"English","Below"
"1-10",154000,"Married",3,0,2,8,"Single detached",2,2,"Mortgage","1980-1989",1000,280,"No","Electricity",900,"English","Above"
"Sub 1",106100,"Married",4,2,4,7,"Single detached",2,2,"Mortgage","Before 1939",340,100,"No","Gas",570,"English","Below"
"Sub 1",62000,"Married",4,2,4,11,"Single detached",2,1,"Mortgage","1990-1999",2800,440,"No","Gas",700,"Other European","Below"
"Sub 1",49500,"Female Head",4,0,3,8,"Single detached",2,2,"Mortgage","1950-1959",990,240,"No","Gas",750,"English","Below"
"Sub 1",68600,"Male Head",3,0,3,5,"Single detached",3,1,"Rented","1980-1989",2200,220,"No","Oil",0,"English","Below"
"Sub 1",48250,"Married",3,0,2,8,"Single detached",3,2,"Mortgage","1960-1969",340,80,"No","Gas",860,"English","Below"
"Sub 1",85700,"Married",4,0,2,8,"Single detached",1,2,"Mortgage","Before 1939",1200,50,"No","Gas",0,"English","Below"
"Sub 1",107000,"Married",5,2,4,11,"Single detached",2,2,"Mortgage","1990-1999",1400,270,"No","Oil",1600,"Other European","Below"
"Sub 1",94000,"Married",3,0,2,9,"Single detached",2,2,"Mortgage","1940-1949",1200,150,"No","Gas",600,"English","Below"
"1-10",29000,"Married",0,3,6,1,"Mobile home",1,2,"Rented","1980-1989",600,1,"No","Gas",0,"Spanish","Below"
"Sub 1",81600,"Married",3,0,2,5,"Single detached",2,0,"Mortgage","1960-1969",2800,460,"No","Gas",500,"English","Below"
"Sub 1",100000,"Married",5,1,3,9,"Single detached",2,1,"Mortgage","1990-1999",1000,200,"No","Gas",800,"English","Below"
"Sub 1",38000,"Married",2,0,2,5,"Single attached",2,1,"Mortgage","1960-1969",820,180,"No","Gas",1000,"English","Below"
"1-10",25400,"Married",3,0,2,7,"Single detached",2,0,"Mortgage","Before 1939",400,170,"No","Wood",900,"Other","Below"
"Sub 1",147360,"Married",3,3,5,6,"Single detached",2,2,"Mortgage","Before 1939",2500,170,"No","Oil",2200,"English","Below"
"Sub 1",89000,"Married",3,0,2,6,"Single detached",2,1,"Mortgage","1980-1989",330,110,"No","Gas",1000,"English","Below"
"Sub 1",62000,"Married",4,3,5,7,"Single attached",1,1,"Mortgage","1950-1959",1500,90,"No","Gas",1500,"Other European","Below"
"Sub 1",110000,"Female Head",2,0,2,5,"Single attached",2,2,"Mortgage","1980-1989",2240,150,"No","Electricity",500,"Other European","Below"
"Sub 1",133000,"Married",2,0,2,4,"Single detached",1,2,"Mortgage","1970-1979",700,180,"No","Oil",400,"Spanish","Below"
"Sub 1",315000,"Married",5,3,6,9,"Single detached",3,2,"Mortgage","1940-1949",2200,350,"No","Oil",1400,"English","Above"
"1-10",116800,"Married",3,0,2,6,"Single detached",2,2,"Mortgage","1970-1979",1100,140,"No","Electricity",50,"English","Below"
"Sub 1",122000,"Married",4,0,3,9,"Single detached",3,1,"Mortgage","1990-1999",780,280,"No","Electricity",1200,"English","Below"
"Sub 1",83400,"Married",4,0,2,12,"Single detached",2,1,"Mortgage","Before 1939",120,50,"No","Oil",1000,"English","Below"
"Sub 1",187000,"Married",4,1,3,9,"Single detached",2,2,"Mortgage","1970-1979",1100,200,"No","Gas",1000,"English","Above"
"Sub 1",45200,"Married",3,1,4,6,"Single detached",2,1,"Mortgage","Before 1939",980,240,"No","Wood",700,"English","Below"
"Sub 1",54000,"Married",3,3,5,5,"Single detached",1,1,"Mortgage","1940-1949",2200,120,"No","Gas",750,"Asian Pacific","Below"
"Sub 1",139900,"Married",5,0,2,10,"Single detached",3,1,"Mortgage","1960-1969",1600,150,"No","Oil",1100,"English","Below"
"1-10",37400,"Married",3,0,2,7,"Mobile home",2,1,"Mortgage","1980-1989",220,100,"No","Oil",200,"English","Below"
"Sub 1",110000,"Married",4,0,2,8,"Single detached",3,2,"Mortgage","1990-1999",1000,240,"No","Gas",800,"English","Below"
"1-10",35900,"Married",4,0,2,8,"Single detached",1,2,"Mortgage","1960-1969",600,100,"No","Wood",550,"English","Below"
"Sub 1",97000,"Male Head",8,2,6,11,"Single detached",5,3,"Mortgage","1960-1969",1900,350,"No","Electricity",2000,"English","Below"
"Sub 1",52500,"Female Head",2,0,2,4,"Single detached",2,2,"Mortgage","Before 1939",330,100,"No","Gas",350,"English","Below"
